Product Name,Units Reimbursed,Number of Prescriptions,Medicaid Amount Reimbursed,Non Medicaid Amount Reimbursed
ANTACID-AN,1641426.071,4345.0,26360.210000000003,165.06
Fentanyl T,42406.0,4339.0,226263.89000000013,8218.11
XARELTO 2.,251247.0,4337.0,1851210.01,22305.61
ASPIRIN FC,127043.0,4332.0,23813.78,199.63
BUTORPHANO,13597.0,4330.0,193283.29,2295.979999999999
Sodium Flu,224584.5,4329.0,46743.92,147.82
Xiidra 5%,54823.0,4318.0,2390699.63,42869.5
LOTEMAX 0.,23740.5,4318.0,1101042.38,20232.389999999996
MYORISAN 3,233930.0,4316.0,1253437.32,25574.179999999997
KEPPRA 500,501356.9,4314.0,3477953.36,319867.53
ZOSYN 3.37,12668.065000000002,4312.0,467143.27,15459.779999999999
HIZENTRA 1,30566.99,4307.0,11187391.420000002,1332972.0099999998
ETHOSUXMID,1703152.0,4303.0,313750.88000000006,13207.0
DILAUDID 1,21988.25,4302.0,1103148.33,24758.0
ZENPEP,1340893.0,4298.0,8663529.009999998,397865.69999999995
LARIN 1.5/,139944.799,4297.0,98878.24,112.99
IBRANCE 12,89963.0,4296.0,51947377.06999999,104269.50000000001
MIBELAS 24,153177.0,4295.0,438024.51,1737.7199999999998
ACARBOSE 2,401389.0,4292.0,90815.12999999999,713.73
SYEDA,197680.0,4288.0,132108.50000000003,235.68
VORICONAZO,332957.096,4287.0,6184798.1899999995,37214.700000000004
DOK PLUS,269277.0,4285.0,33042.369999999995,317.96000000000004
METHYLERGO,29678.0,4285.0,895108.1400000001,12001.380000000001
JUNEL 1 MG,148663.0,4283.0,74302.39,44.3
STRIBILD T,130705.0,4280.0,14213343.64,148821.41
FLONASE AL,54510.70000000001,4259.0,69307.18,53.339999999999996
DIBROMM CO,595142.0,4259.0,21063.260000000002,9.0
NUEDEXTA,207301.0,4243.0,4033255.45,127601.90999999997
Betameth D,148185.065,4242.0,250764.56999999998,4260.610000000001
MAVYRET,347067.0,4239.0,53568225.440000005,11671.3
Collagenas,239844.5,4239.0,1826233.72,17026.99
DALFAMPRID,255940.0,4232.0,2329853.2299999995,5885.990000000001
TRI-LO-MIL,148432.0,4230.0,73467.32999999999,143.15
KOMBIGLYZE,206108.0,4230.0,1875350.9100000004,16735.18
CALCIUM RE,349367.0,4226.0,16225.279999999999,303.72
INFLECTRA,17761.196000000004,4225.0,10198881.01,784042.38
COMPLERA T,129005.0,4225.0,12212388.69,69429.18
Xofluza 20,8433.0,4221.0,627707.03,17090.71
VISIPAQUE,363480.528,4212.0,1596433.7800000003,37080.899999999994
GOLYTELY,17424398.0,4208.0,65750.22,1116.8899999999999
GIANVI (R),156548.0,4195.0,138342.72000000003,529.86
Oxycodone/,264899.0,4193.0,58115.82,1811.22
TACTINAL 3,327366.0,4185.0,20608.349999999995,27.25
8HR ARTHRI,268276.0,4181.0,20966.909999999996,294.81
APTIOM 400,182456.0,4177.0,5672371.08,242721.04
HEPARIN FL,161244.6,4165.0,1552460.7,1131.27
VITAMIN E,186861.0,4164.0,27630.80999999999,4065.8100000000004
RIVASTIGMI,183157.0,4160.0,385299.08999999997,8918.550000000001
EMVERM 100,8688.0,4150.0,3673350.68,31230.409999999996
Vimpat 50m,316555.0,4150.0,2490211.1099999994,331570.56000000006
NASONEX 50,70891.0,4145.0,1021757.3599999999,11855.859999999999
NYSTAT PWD,177419.783,4140.0,81169.34999999998,1789.97
NORA-BE TA,256227.03399999999,4138.0,67123.14,361.04
Mesalamine,542989.0,4134.0,1385901.1700000002,33033.28000000001
DOFETILIDE,276304.0,4132.0,764089.0800000002,11993.39
PREPLUS CA,132401.0,4129.0,59833.41,4226.25
SOTALOL HC,297238.717,4124.0,62741.85999999999,1907.4
NUCALA 100,4277.13,4121.0,10887161.7,578488.1000000001
IBU 800 MG,254632.0,4119.0,38676.630000000005,913.76
Folic Acid,123874.45,4119.0,22255.64,391.7
HYDRAZLAZI,5076.030000000001,4114.0,411705.2,5969.2300000000005
BETHAMETH,257992.0,4112.0,145905.94999999998,1670.27
DOVATO 50-,125846.0,4104.0,9626365.24,48701.590000000004
NORETHIND-,122971.0,4101.0,60000.259999999995,128.9
ALCOHOL 70,428366.0,4092.0,9376.08,0.0
ORILISSA 1,118009.0,4088.0,3622718.13,66003.33
Sennosides,223269.0,4082.0,14715.090000000006,99.2
VIRT-PN DH,129985.0,4078.0,208705.33000000002,763.33
BRIVIACT (,402920.0,4078.0,4592006.04,493202.3699999999
ZTLIDO 1.8,174159.0,4077.0,1563975.49,12723.759999999998
DEPO-ESTRA,14536.9,4073.0,315005.2200000001,7833.39
CREON (PAN,841215.0,4069.0,6915905.730000001,161698.72000000003
INFED 100,29311.899999999998,4069.0,362976.09,52669.88
RULOX SUSP,610344.887,4066.0,18239.77,585.63
10% TRAVAS,12459646.710000003,4063.0,1001826.3699999999,18022.48
FLUTICA/SA,2273.5519999999997,4059.0,395994.60000000003,999.33
Diphenoxyl,273341.0,4058.0,91455.09,2474.94
NEOMYCIN 5,76573.55900000001,4055.0,63595.52,1417.53
SULINDAC,215152.0,4041.0,50735.229999999996,285.28000000000003
ESTRADIOL-,123284.0,4026.0,275724.45999999996,2402.55
NORTREL 0.,166010.682,4023.0,103735.47,228.36
MY WAY,4704.0,4021.0,95818.90999999999,0.0
SAPHRIS 2.,157951.0,4019.0,2903266.1299999994,160096.72
PHENTERMIN,124077.0,4014.0,32899.93,5035.570000000001
DILANTIN 3,292243.0,4002.0,326934.16000000003,20074.21
PREVACID 2,147997.896,4002.0,90302.79999999999,1027.3
TYSABRI 30,3917.636,3999.0,17936232.56,2940440.77
Levalbuter,643620.3510000004,3976.0,168929.96999999994,18981.530000000002
FEMYNOR  N,200819.64,3971.0,69870.51,0.0
HYDRO OT 1,156479.49,3968.0,28858.14,3.6
EDURANT 25,121055.0,3967.0,4488947.449999999,28582.969999999998
NICODERM C,93918.0,3960.0,263546.97000000003,1412.56
LAMICTAL,411681.0,3957.0,5485316.860000001,482839.35000000003
RETACRIT 4,11372.878000000004,3954.0,892353.3099999999,284480.37
SYNJARDY X,189628.0,3937.0,2021968.1500000001,40126.38
OCELLA 3 M,158692.0,3930.0,113692.53000000001,216.18
COUGH DM 1,441995.5,3925.0,38345.14,264.43
NUCYNTA ER,215999.0,3918.0,2519927.4,77166.32000000002
Trulance 3,128778.0,3916.0,1780482.06,26239.159999999996
OZEMPIC 1,11953.0,3914.0,3067479.7800000003,72654.38
Solifenaci,133780.0,3914.0,185396.10000000006,6049.179999999999
TEMOZOLOMI,54759.52100000001,3908.0,3339547.2400000007,51022.91000000003
GLUCAGEN 1,4814.0,3907.0,1273055.6600000001,43212.549999999996
LOVENOX 40,5005.799999999999,3897.0,991825.3,25849.02
PROCRIT,5738.845000000001,3897.0,1416499.4899999998,394718.72999999986
Crestor 10,230257.0,3891.0,1961350.48,1513.54
DEXILANT D,125833.0,3890.0,1155318.9,39507.38
AZURETTE 2,143948.0,3888.0,99282.47000000002,480.22999999999996
XIGDUO XR,194151.0,3883.0,2002993.8599999996,12854.730000000001
THERA-M,131137.0,3877.0,6432.880000000001,73.23
ABILIFY,143200.0,3874.0,2126811.67,68989.16
VELCADE,2638.8569999999995,3873.0,2857759.3200000003,1120385.43
TALTZ 80 M,4910.0,3868.0,27015017.29,48267.77
FLOVENT 50,232275.0,3866.0,709942.0200000001,17309.5
RETACRIT 1,23058.625,3865.0,1160602.75,72991.64000000001
PARSABIV 1,9551.880000000001,3862.0,933286.06,430143.08
REFRESH CL,55042.66500000001,3853.0,63903.98,144.0
CUVPOSA,1420793.5,3852.0,1292557.25,162496.93999999997
LICE KILLI,510199.0,3850.0,81861.16,65.44999999999999
Colestipol,320247.0,3845.0,225699.87,3833.2500000000005
VIORELE,143052.0,3832.0,102590.13,93.82
VELIVET 28,160630.82,3827.0,125841.65000000001,162.45
HM EYE ITC,19792.0,3823.0,30973.26,160.14
Tri-Previf,168938.0,3821.0,61199.560000000005,57.78
SYSTANE GE,39959.0,3820.0,56627.140000000014,369.78
FLUORIDE C,170379.0,3818.0,16097.85,10.41
TOLNAFTATE,154976.31999999998,3816.0,24073.140000000007,304.94999999999993
PRIVIGEN 1,25660.408000000003,3809.0,9509172.399999997,807724.38
RENO CAPS,115755.0,3808.0,41121.14000000001,1829.2200000000003
ZUBSOLV 2.,93730.0,3807.0,817891.5399999999,4760.06
GAVILAX PO,1742226.0,3801.0,48098.19,2140.0600000000004
LORYNA 3 M,164584.0,3797.0,118224.72,286.84000000000003
DEHYDRATED,20834.642000000003,3791.0,726379.65,1012.12
PHENYTOING,440083.5,3789.0,127201.93999999999,3932.5099999999998
BUTRANS 10,14922.0,3789.0,1667551.69,2438.6299999999997
ITRACONAZO,431708.4,3782.0,771494.3800000002,8439.309999999998
NAPROXEN 1,1279043.0,3780.0,1116317.41,37452.42999999999
Donepezil,104988.0,3775.0,34354.540000000015,3863.3099999999986
ENEMA READ,3194527.0,3767.0,46172.54999999999,702.86
ALOXI 0.25,19765.0,3762.0,347860.05,74801.19
VELTASSA 8,103787.8,3759.0,2829018.92,27621.71
CINVANTI 1,67253.93500000001,3755.0,1016666.8599999999,207698.03999999998
STIMULANT,194031.0,3750.0,32964.60999999999,388.21999999999997
Daliresp 5,116550.0,3749.0,1333357.8900000001,8868.860000000002
ZUBSOLV 11,75600.0,3742.0,1301099.57,6663.0599999999995
REPATHA SU,7559.0,3741.0,1742469.2200000002,11028.17
RITALIN LA,122158.0,3726.0,1161496.8800000001,55842.47999999999
Mucinex 50,161905.0,3725.0,75017.73,2711.71
EPANED,457689.13999999996,3719.0,1500676.7799999998,79799.29999999999
REGULAR ST,970939.156,3716.0,15806.049999999997,73.88
REGULOID S,1342036.0,3716.0,39459.6,229.89000000000001
COUGH DM E,427917.838,3703.0,36428.94999999999,211.0
NUTROPIN A,27672.559999999998,3697.0,16418553.32,987739.6500000001
ARANESP (d,2925.5359999999996,3689.0,1024887.8199999997,288535.61999999994
Triamterin,143799.0,3684.0,32087.920000000002,1294.88
TACTINAL E,245796.0,3675.0,10906.469999999996,0.0
PROPRAN 20,709511.75,3671.0,77268.65999999997,3800.0900000000006
NICOTROL,671113.0,3669.0,1700073.84,1094.13
REFRESH CE,79449.31999999999,3665.0,73351.15000000001,1131.9
ELMIRON,319307.0,3663.0,2836403.1900000004,44172.34999999999
PROLIA,3534.573,3656.0,2366232.5300000003,986923.4700000001
Toviaz (Fe,120631.5,3656.0,1295363.1800000002,34493.62
Tegretol T,369899.5,3653.0,879024.04,18050.050000000003
FIBER LAXA,239454.0,3648.0,31097.93,1151.5400000000002
KATERZIA 1,462001.0,3642.0,1445276.11,58508.58
ROCURONIUM,11487.7,3641.0,50052.33999999999,59030.04
ROZEREM 8,103306.0,3639.0,1231500.76,11204.43
RUGBY EYE,18575.0,3633.0,29489.019999999997,155.71
DEFERASIRO,283147.0,3632.0,21771025.220000006,100212.16
ONGLYZA 5,126828.0,3629.0,1780326.4300000002,6944.26
LAMICTAL 1,316733.5,3627.0,4259511.05,360006.14999999997
LUCENTIS,349.05999999999995,3622.0,2553386.18,3081080.38
SLEEP AID,113203.0,3618.0,15117.920000000002,649.42
APRISO,428794.0,3617.0,1670810.1700000002,39448.7
DAYTRANA 3,111164.0,3614.0,1285396.5999999999,122401.46
CAL-GEST 5,277830.675,3610.0,9246.16,657.76
Flecainide,234185.80000000002,3606.0,88560.45999999998,2437.37
DOCOSANOL,8070.0,3604.0,54158.36,45.88
COMBIPATCH,31104.0,3601.0,777400.7699999998,11492.26
PEDIA-LAX,653104.6640000001,3597.0,35804.83,3945.7200000000003
XELJANZ 5,219409.0,3595.0,16677185.49,50574.48
12 HOUR NA,94354.5,3595.0,12557.589999999998,64.06
VELPHORO 5,488723.0,3595.0,6819947.95,58270.33
SYNJARDY 1,236884.0,3594.0,1947213.12,26985.78
ABACAVIR-L,109956.0,3592.0,843816.1700000002,1593.94
PROTONIX 4,103491.75,3592.0,1556275.84,29557.350000000002
Cuvposa Or,1321890.2000000002,3588.0,1141577.6300000001,157439.88000000003
PRADAXA,230034.0,3585.0,1646643.6400000001,12206.33
SEASONIQUE,313420.0,3576.0,1304972.5999999999,7036.66
PREVIFEM,123704.444,3571.0,51234.22,58.74999999999999
BUTAL/APAP,109581.0,3570.0,207873.49000000005,4720.84
Prolia (de,3564.0310000000004,3569.0,1909588.4500000002,1581719.0199999998
ECONOZOLE,214251.7,3568.0,92886.42,2116.2500000000005
"IMFINZI, 1",34106.12100000001,3567.0,8290709.4,3060411.3699999996
URSODIOL C,259116.515,3566.0,408795.08,3100.8900000000003
Drosp/Ethi,139005.0,3562.0,86601.37000000002,296.74
MOTEGRITY,113231.0,3557.0,1487962.7999999996,78160.11
REFRESH LI,56709.0,3554.0,53959.99,891.8199999999999
ANTIFUNGAL,134680.573,3554.0,30745.529999999995,491.93
MYDAYIS 50,104481.0,3543.0,925024.75,41157.73000000001
CARBATROL,397145.0,3526.0,629549.9,51128.12
BELBUCA,196941.0,3526.0,1904348.8500000003,19253.629999999997
SELECT-OB+,108526.0,3525.0,422164.52,7461.179999999999
CARAFATE,2042846.2540000002,3521.0,998603.67,22954.219999999998
DAPSONE,149193.0,3514.0,362332.76,3300.74
DOXEPIN 5%,322311.36,3512.0,4326904.17,1158.0700000000002
Senna Tabs,173673.0,3510.0,16864.34,199.98
LUMIGAN,10057.0,3507.0,805476.9500000002,11641.85
ABACAVIR 3,206544.0,3504.0,395054.80999999994,1703.83
HYSINGLA E,105367.14,3502.0,1718031.4300000004,14706.13
OB COMPLET,115247.0,3499.0,625885.2100000001,20244.890000000003
BUTRANS 20,13713.0,3493.0,2687996.68,15298.299999999997
ORSYTHIA-2,146759.74,3488.0,62500.85999999999,107.86
LDR COLD/C,569675.0,3482.0,21947.87,9.0
Misoprosto,41382.0,3481.0,33356.1,596.93
TECENTRIQ,62572.34099999999,3480.0,23978729.119999997,4048633.4600000004
NASONEX NA,59296.0,3480.0,868625.5000000001,4584.1900000000005
EUTHYROX 5,115529.0,3466.0,16801.82,285.2
Baclofen 2,307949.567,3466.0,70591.60999999999,3891.4599999999996
BROVANA 15,377829.0,3464.0,2366231.49,555890.9099999999
FIBER,262409.0,3459.0,27960.719999999998,623.8299999999999
SPINOSAD,432908.0,3457.0,733418.01,9424.09
ALIMTA,10070.025999999998,3451.0,11716741.750000004,2683305.0200000005
Sumatripta,16034.3,3449.0,777601.1400000001,16516.230000000003
TAYTULLA,111020.0,3448.0,748600.51,6658.54
NYSTATIN/T,129510.0,3443.0,105634.82,2430.2599999999993
GS CHILD A,450562.735,3442.0,15080.75,78.93
Nicotine,83405.0,3442.0,121926.10999999997,1022.5899999999999
AVASTIN 40,56941.35799999999,3434.0,9945318.28,627712.29
Betameth V,125012.29699999999,3434.0,93773.72000000002,1573.1100000000001
ENULOSE,2750839.0,3432.0,59630.779999999984,488.08000000000004
LDR CHD A/,449126.976,3432.0,9981.829999999998,2.16
FULVESTRAN,35451.5,3431.0,4187609.54,1131047.74
ZOVIRAX 5%,56429.0,3431.0,3805567.6,13656.32
TRIPLE-A O,104667.60599999999,3428.0,22019.220000000005,412.27
UNITHROID,124355.0,3426.0,97044.01,923.1199999999997
Crestor 20,205944.0,3419.0,1753205.24,749.73
PNEUMOVAX,1733.0,3416.0,369626.71,18.06
PERJETA 42,49525.014,3415.0,16632471.370000001,773927.46
VRAYLAR  C,104234.0,3412.0,4076161.0,31086.35
NIACIN EXT,145181.0,3411.0,109400.50000000001,1170.5
Ella (ulip,5090.0,3411.0,180648.87,42.93
NEULASTA (,2073.7000000000003,3408.0,14134784.870000005,1529861.4999999995
TRIFLUOPER,177922.5,3404.0,157756.48999999996,1906.2099999999996
PROPOFOL I,93788.856,3398.0,25540.209999999992,1604.5300000000002
Orphenadri,90026.0,3396.0,39058.1,3415.3300000000004
SM COLD-CO,520166.5,3394.0,20557.19,108.0
NECON 0.5/,139315.65600000002,3393.0,100035.39000000001,397.74999999999994
COMPLETE N,217446.0,3390.0,87286.75,1035.33
DIGOXIN 50,220598.4,3389.0,423703.18000000005,20271.030000000002
MY WAY TAB,3438.196,3389.0,73910.48999999999,73.98
DUPIXENT 2,7777.02,3389.0,10315552.39,102806.52
Olopatadin,13607.5,3388.0,74269.32000000002,2334.8599999999997
AMBRISENTA,101625.0,3388.0,15121461.54,146096.41
POLY-VI-FL,125958.0,3383.0,997535.3200000001,6359.19
TRI-LEGEST,144212.675,3380.0,199981.66,189.48999999999998
SODIUM SUL,957727.6039999999,3379.0,392593.6,3952.8500000000004
SODIUM PHO,225841.006,3375.0,791187.69,44.79
CALC CARB,911199.9,3373.0,30789.869999999995,360.87
DENTAGEL 1,202715.4,3371.0,21740.66,1511.31
VIREAD 300,127210.0,3370.0,4889609.66,728.22
LAMICTAL O,320757.0,3364.0,3349459.6599999997,402988.44999999995
IMBRUVICA,126885.0,3361.0,42100086.82999999,59371.79999999999
BPL DIVALP,209907.0,3360.0,84782.95000000001,2658.0899999999997
OTEZLA,200201.0,3359.0,11815288.16,32426.79
SELECT-OB,103110.0,3358.0,401382.66,6411.76
ISIBLOOM O,263359.768,3355.0,98877.67000000001,0.0
SM LUBRICA,81049.0,3354.0,32777.55,165.2
FLONASE SE,26345.659999999996,3354.0,66483.51999999999,749.2599999999999
NALBUPHINE,5223.25,3353.0,21898.749999999996,10166.070000000003
RITUXAN 10,171424.7,3352.0,10772232.579999998,2273097.3400000003
Moxifloxac,12051.5,3348.0,95038.41,3274.0900000000006
ORENCIA 25,9756.52,3346.0,7510391.63,2648810.04
Theophylli,176439.0,3346.0,306014.1100000001,4601.13
BANZEL 200,461870.5,3343.0,4509583.140000001,820586.7799999999
MYDAYIS 25,99664.0,3343.0,882676.85,38327.76999999999
PREZISTA 6,197615.0,3343.0,5550633.42,17695.6
Larin 1/20,105175.0,3340.0,48879.05,70.07
ZARXIO 480,5211.2480000000005,3336.0,1951895.7899999998,112124.92
SUDOGEST 1,87008.0,3335.0,29516.94,875.69
RANEXA,199655.0,3333.0,1444646.53,1021.74
ZALEPLON,104836.0,3328.0,48525.63000000003,490.72999999999996
Chlorproma,218009.0,3326.0,863787.35,43962.76999999998
SF,203619.0,3323.0,32165.230000000003,302.09000000000003
Scopolamin,19677.0,3319.0,287538.0500000001,13860.530000000002
NAYZILAM 5,8104.0,3317.0,2158071.4299999997,274799.33
SPS 15 GM/,1138204.125,3316.0,193258.09,1764.56
MY CHOICE,3319.008,3312.0,68296.70000000001,9.94
15% CLINIS,8126528.242999999,3306.0,1094861.9300000002,5607.44
THRIVITE R,116696.0,3305.0,63433.24000000001,477.68
Epaned (en,429742.60000000003,3303.0,1340514.86,123460.11
AURYXIA 21,618550.0,3299.0,3585247.13,5997.2300000000005
PLAN B ONE,3436.8070000000002,3299.0,126374.5,102.5
HIZENTRA,23329.350000000002,3298.0,8065521.049999999,558737.9
DAYTRANA,101181.0,3288.0,1224568.2000000002,59510.71
HUMALOG JU,45264.1,3285.0,1503434.9399999997,57648.35999999999
DAYTRANA 2,103553.0,3284.0,1213966.15,91988.07
8HR MUSCLE,229333.0,3282.0,26645.379999999997,59.3
SETLAKIN 0,304841.94200000004,3281.0,151410.02000000005,252.55999999999997
DOBUTAMINE,1619786.512,3275.0,252970.98999999993,12850.039999999999
Depo-Prove,3144.9439999999995,3273.0,205326.06,1107.32
PRESERVISI,179362.0,3273.0,48297.24000000001,731.3599999999999
IODROL NR,280542.0,3273.0,20609.25,93.47
ORA-SWEET-,380909.63600000006,3271.0,40581.95,2720.1600000000003
DAYSEE 0.1,297019.0,3263.0,267868.79,801.3299999999999
NAROPIN 0.,133952.69999999998,3262.0,2274940.9,38886.509999999995
LEVONOR-ET,187360.0,3262.0,72998.50000000001,17.01
"Creon 12,0",889667.0,3258.0,2641729.209999999,187296.05999999997
XOLAIR (OL,8111.255,3256.0,7471382.879999999,355497.49
Xofluza 40,6440.0,3255.0,480734.76,12799.119999999999
TRINATAL R,109599.0,3238.0,31371.660000000003,199.25
ORENCIA,10371.279999999999,3235.0,8543853.770000001,2824509.9899999993
Makena Aut,10119.365999999998,3234.0,7079066.570000001,62362.78
FERAHEME,58100.581,3233.0,1680216.1800000004,264531.86
Betamethas,111011.2,3232.0,100722.60000000002,6676.31
Nuedexta C,144730.0,3232.0,2721430.1099999994,74414.16
Sevelamer,586272.0,3218.0,755131.5400000002,4664.079999999999
BROTAPP-DM,518273.5,3209.0,17858.87,0.0
AZOPT,33326.0,3209.0,1024680.4000000001,20526.899999999998
Farxiga 5m,111870.0,3207.0,1754297.82,23907.449999999997
ARISTADA 4,5114.253000000001,3206.0,3975238.6500000004,16951.84
Xolair 150,6924.908000000001,3204.0,6414981.26,404579.85
MULTITRACE,24057.646999999997,3202.0,472986.50999999995,344.87
CLINDESSE,20735.842,3201.0,459615.4599999999,6631.11
CARBIDOPA,389953.2,3201.0,237082.02,12652.9
NEXIUM 40M,126957.0,3200.0,941262.7899999999,16050.45
Adzenys XR,97526.0,3198.0,1117877.0099999998,29471.67
NORMAL SAL,1123247.0,3193.0,209522.47000000003,1510.68
Tenofovir,97131.0,3183.0,210782.5499999999,897.74
VIREAD,121769.0,3182.0,4685236.7,683.77
Solu Medro,5431.895,3181.0,17742.579999999998,13170.620000000003
CLARAVIS C,154640.0,3173.0,571668.4400000001,15183.469999999998
DIMAPHEN E,486043.5,3171.0,12139.330000000002,32.379999999999995
DILANTIN,323452.0,3171.0,391180.71,8226.489999999998
Clobazam T,190814.5,3166.0,208302.62000000002,17982.160000000003
FLUBLOK QU,1597.0,3165.0,146023.38,261.08
QNASL 80 M,33613.0,3160.0,726558.55,26491.02
METORPROLO,201512.0,3160.0,13694.19,373.24
INGREZZA,90174.0,3149.0,19211956.839999996,67611.38
EPIDUO FOR,142620.0,3145.0,1415299.6700000002,146604.19000000003
SAVELLA 10,189111.0,3142.0,1207342.3599999999,17706.670000000002
Nystatin o,91880.80799999999,3141.0,44278.420000000006,456.33000000000004
MITIGARE,125358.0,3141.0,741742.47,244.79
Diphenhydr,71149.75,3140.0,10786.59,18075.970000000005
ELINEST,114310.0,3136.0,58458.64000000001,184.29999999999998
PREDNISON,247687.68,3131.0,165334.63,5140.17
Tamoxifen,103486.0,3125.0,58357.82,1283.37
TRIKAFTA,262962.0,3121.0,70832763.31,2892211.12
Levofloxav,24334.0,3120.0,24777.099999999995,1285.8799999999997
Clobazam,346693.0,3119.0,364764.0100000001,34869.48
SODIUM POL,1002640.1539999999,3115.0,129112.04000000002,1592.19
SE-NATAL 1,122047.0,3114.0,84574.37000000001,328.21
Vitafol Ul,130672.0,3092.0,591577.85,7499.66
TEGRETOL,1147826.5,3088.0,835198.3299999998,18409.86
Digoxin 12,124928.0,3086.0,50482.01,2549.79
ASHLYNA,282576.0,3080.0,285281.37000000005,1116.71
TEGRETOL-X,286067.0,3068.0,838556.8,36128.14
RETACRIT,4957.0740000000005,3063.0,509337.95,292563.75
COPPER TRA,23104.081000000006,3061.0,734614.9400000001,610.25
EUTHYROX 2,102874.0,3061.0,15058.1,242.23
DEEP SEA 0,141657.0,3060.0,7363.71,667.6
DESONIDE C,132390.0,3057.0,196609.02999999994,2127.1800000000003
LOXAPINE 2,157843.0,3050.0,110772.38000000002,2180.13
Movantik 2,89462.0,3050.0,992861.7,12779.640000000001
TRULANCE,97140.0,3045.0,1352435.3199999998,14998.12
PRIVIGEN,10744.060000000001,3037.0,8987392.510000002,898202.4999999999
TERBINAF T,85034.2,3037.0,26596.83,498.90000000000003
REFRESH P.,11573.848,3035.0,38960.97,284.11
Xylocaine,27057.22,3035.0,3437.75,119.94
VOLTAREN 1,404996.0,3034.0,227404.53000000003,1675.4099999999999
